datetime,open,high,low,close,volume,close_time,asset_volume,trade_number,taker_buy_base,taker_buy_quote
2020-10-03 12:15:00,297.92000000,297.92000000,297.34000000,297.77000000,3.45854000,1601720999999,1029.56438090,16,3.07655000,915.95528210
2020-10-03 12:30:00,297.18000000,298.29000000,297.18000000,297.91000000,1.78085000,1601721899999,530.54703580,13,1.71955000,512.32990180
2020-10-03 12:45:00,297.86000000,298.74000000,297.86000000,298.74000000,11.79948000,1601722799999,3522.72062140,18,10.01508000,2991.07897050
2020-10-03 13:00:00,298.56000000,298.56000000,298.09000000,298.38000000,6.37399000,1601723699999,1902.17421890,19,5.02606000,1500.36976520
2020-10-03 13:15:00,298.54000000,299.87000000,298.54000000,298.93000000,16.19733000,1601724599999,4844.82236150,37,14.38533000,4303.32428150
2020-10-03 13:30:00,298.50000000,298.50000000,297.80000000,298.00000000,5.39326000,1601725499999,1607.80067890,14,0.79133000,236.16365450
2020-10-03 13:45:00,298.31000000,298.50000000,298.20000000,298.20000000,5.65071000,1601726399999,1685.67112760,8,3.65071000,1089.27112760
2020-10-03 14:00:00,298.00000000,298.38000000,297.28000000,297.29000000,6.41928000,1601727299999,1910.79534590,15,2.73984000,816.15276940
2020-10-03 14:15:00,296.90000000,297.36000000,296.90000000,297.18000000,56.55027000,1601728199999,16813.94462720,29,11.72664000,3486.18110990
2020-10-03 14:30:00,297.24000000,297.57000000,296.90000000,297.57000000,23.72285000,1601729099999,7044.91346250,17,1.67968000,499.45431590
2020-10-03 14:45:00,297.57000000,297.57000000,297.20000000,297.20000000,0.29812000,1601729999999,88.65341600,5,0.29812000,88.65341600
2020-10-03 15:00:00,296.90000000,297.77000000,296.90000000,297.40000000,1.06215000,1601730899999,315.84736880,11,0.62592000,186.19104380
2020-10-03 15:15:00,297.32000000,297.39000000,297.31000000,297.39000000,1.08524000,1601731799999,322.68526120,3,1.08524000,322.68526120
2020-10-03 15:30:00,297.38000000,297.41000000,296.90000000,296.90000000,17.04886000,1601732699999,5063.03357120,25,3.02285000,898.70581700
2020-10-03 15:45:00,297.39000000,297.39000000,296.90000000,297.28000000,118.90629000,1601733599999,35305.01661480,26,5.64577000,1677.96822680
2020-10-03 16:00:00,296.90000000,297.09000000,296.51000000,296.51000000,29.97549000,1601734499999,8891.02156730,11,1.64503000,488.71647930
2020-10-03 16:15:00,297.30000000,297.96000000,297.30000000,297.78000000,1.16521000,1601735399999,346.92584040,9,1.16521000,346.92584040
2020-10-03 16:30:00,297.59000000,297.98000000,297.55000000,297.82000000,20.53989000,1601736299999,6116.03032360,13,20.25235000,6030.46129500
2020-10-03 16:45:00,297.75000000,297.76000000,297.34000000,297.34000000,2.53409000,1601737199999,753.65783480,9,2.53409000,753.65783480
2020-10-03 17:00:00,297.12000000,297.24000000,297.12000000,297.24000000,1.64448000,1601738099999,488.63155320,4,1.64448000,488.63155320
2020-10-03 17:15:00,297.55000000,298.08000000,297.21000000,297.74000000,27.54972000,1601738999999,8207.25957220,21,26.87072000,8005.45398220
2020-10-03 17:30:00,297.74000000,297.74000000,297.12000000,297.12000000,7.63479000,1601739899999,2270.80613140,11,0.89012000,264.80638000
2020-10-03 17:45:00,297.42000000,297.74000000,297.42000000,297.74000000,3.45297000,1601740799999,1027.42283660,10,3.45297000,1027.42283660
2020-10-03 18:00:00,298.01000000,298.01000000,297.76000000,297.76000000,3.07628000,1601741699999,916.06270220,7,0.00000000,0.00000000
2020-10-03 18:15:00,297.98000000,298.16000000,297.98000000,298.00000000,0.80239000,1601742599999,239.13289280,8,0.44317000,132.08533280
2020-10-03 18:30:00,298.00000000,298.16000000,297.07000000,297.76000000,70.60076000,1601743499999,20990.81740760,37,3.65776000,1090.12718400
2020-10-03 18:45:00,298.30000000,298.65000000,297.56000000,298.65000000,18.38012000,1601744399999,5481.54468500,22,16.62256000,4957.70471540
2020-10-03 19:00:00,298.20000000,298.42000000,297.50000000,297.51000000,3.68820000,1601745299999,1098.74945030,13,1.65820000,494.55781980
2020-10-03 19:15:00,298.18000000,298.18000000,298.02000000,298.02000000,0.81977000,1601746199999,244.36358640,6,0.81977000,244.36358640
2020-10-03 19:30:00,298.18000000,298.18000000,298.18000000,298.18000000,0.56341000,1601747099999,167.99759380,1,0.56341000,167.99759380
2020-10-03 19:45:00,298.18000000,298.94000000,298.18000000,298.94000000,7.99206000,1601747999999,2385.26373250,20,7.99206000,2385.26373250
2020-10-03 20:00:00,299.00000000,299.64000000,299.00000000,299.64000000,3.48740000,1601748899999,1044.12766100,9,0.91270000,273.10121600
2020-10-03 20:15:00,299.99000000,301.00000000,299.99000000,300.82000000,39.70638000,1601749799999,11924.03336200,60,34.02144000,10213.08916270
2020-10-03 20:30:00,300.62000000,300.79000000,299.88000000,300.54000000,4.90254000,1601750699999,1472.34247300,14,4.07250000,1223.33517780
2020-10-03 20:45:00,300.13000000,300.33000000,299.97000000,299.97000000,5.61558000,1601751599999,1685.59170270,10,5.41294000,1624.80578190
2020-10-03 21:00:00,300.91000000,301.00000000,300.49000000,300.66000000,2.99411000,1601752499999,900.63935690,9,2.99411000,900.63935690
2020-10-03 21:15:00,300.37000000,300.39000000,300.37000000,300.38000000,5.37926000,1601753399999,1615.82272270,8,3.72953000,1120.27622140
2020-10-03 21:30:00,300.38000000,300.38000000,300.38000000,300.38000000,0.98548000,1601754299999,296.01848240,11,0.98548000,296.01848240
2020-10-03 21:45:00,300.38000000,300.45000000,300.30000000,300.45000000,6.16675000,1601755199999,1852.45250770,19,6.16675000,1852.45250770
2020-10-03 22:00:00,300.62000000,300.62000000,300.03000000,300.43000000,3.15926000,1601756099999,948.80220720,11,2.48626000,746.88201720
2020-10-03 22:15:00,300.23000000,300.43000000,299.04000000,299.04000000,8.03494000,1601756999999,2412.26363420,19,7.91699000,2376.98284010
2020-10-03 22:30:00,299.77000000,299.77000000,299.20000000,299.37000000,0.75140000,1601757899999,225.08900140,7,0.70962000,212.58842540
2020-10-03 22:45:00,299.55000000,299.55000000,299.53000000,299.53000000,0.47896000,1601758799999,143.46522000,2,0.11656000,34.91554800
2020-10-03 23:00:00,299.53000000,299.77000000,298.41000000,298.68000000,9.28375000,1601759699999,2774.60529340,17,2.49881000,748.80364760
2020-10-03 23:15:00,298.68000000,299.17000000,298.54000000,299.17000000,1.81072000,1601760599999,540.82524500,5,0.09900000,29.60607000
2020-10-03 23:30:00,298.93000000,300.41000000,298.93000000,299.34000000,80.10765000,1601761499999,24008.55846740,39,72.74188000,21804.94105650
2020-10-03 23:45:00,299.34000000,299.34000000,299.28000000,299.28000000,1.16335000,1601762399999,348.17718900,4,1.16335000,348.17718900
2020-10-04 00:00:00,299.31000000,299.48000000,298.00000000,298.40000000,2.07806000,1601763299999,621.33807120,13,1.61267000,482.54441460
2020-10-04 00:15:00,298.20000000,298.55000000,298.20000000,298.55000000,2.16422000,1601764199999,645.83447250,6,1.32591000,395.85043050
2020-10-04 00:30:00,298.20000000,298.20000000,297.56000000,297.57000000,1.31771000,1601765099999,392.11802400,7,1.06513000,316.94211140
2020-10-04 00:45:00,297.75000000,297.79000000,297.75000000,297.79000000,2.90389000,1601765999999,864.71521230,6,2.90389000,864.71521230
2020-10-04 01:00:00,297.79000000,297.79000000,297.79000000,297.79000000,0.00000000,1601766899999,0.00000000,0,0.00000000,0.00000000
2020-10-04 01:15:00,297.90000000,297.90000000,297.51000000,297.51000000,2.74414000,1601767799999,816.63039510,15,2.74414000,816.63039510
2020-10-04 01:30:00,297.51000000,297.51000000,296.25000000,296.25000000,30.96828000,1601768699999,9176.68668700,11,0.00000000,0.00000000
2020-10-04 01:45:00,296.47000000,296.93000000,296.47000000,296.93000000,0.82585000,1601769599999,244.99880550,5,0.77585000,230.17530550
2020-10-04 02:00:00,296.17000000,297.42000000,296.02000000,297.42000000,2.42343000,1601770499999,718.00986240,9,0.09865000,29.34048300
2020-10-04 02:15:00,297.42000000,297.42000000,297.42000000,297.42000000,0.00000000,1601771399999,0.00000000,0,0.00000000,0.00000000
2020-10-04 02:30:00,297.42000000,297.42000000,297.42000000,297.42000000,0.00000000,1601772299999,0.00000000,0,0.00000000,0.00000000
2020-10-04 02:45:00,297.78000000,297.78000000,297.78000000,297.78000000,0.36103000,1601773199999,107.50751340,3,0.36103000,107.50751340
2020-10-04 03:00:00,297.59000000,297.59000000,297.41000000,297.41000000,0.59358000,1601774099999,176.58427920,4,0.59358000,176.58427920
2020-10-04 03:15:00,296.78000000,296.78000000,296.77000000,296.77000000,0.13852000,1601774999999,41.10912600,3,0.00000000,0.00000000
2020-10-04 03:30:00,296.27000000,296.27000000,295.11000000,295.39000000,6.17583000,1601775899999,1824.43544400,16,1.33049000,393.04107000
2020-10-04 03:45:00,295.95000000,295.95000000,295.95000000,295.95000000,0.30313000,1601776799999,89.71132350,3,0.30313000,89.71132350
2020-10-04 04:00:00,296.01000000,296.01000000,296.01000000,296.01000000,0.06607000,1601777699999,19.55738070,1,0.06607000,19.55738070
2020-10-04 04:15:00,295.50000000,295.60000000,295.12000000,295.60000000,3.43112000,1601778599999,1013.48062330,12,2.57305000,759.92041990
2020-10-04 04:30:00,296.22000000,296.22000000,296.13000000,296.13000000,0.23062000,1601779499999,68.30541570,4,0.23062000,68.30541570
2020-10-04 04:45:00,296.54000000,296.77000000,296.35000000,296.54000000,20.40297000,1601780399999,6050.61303580,27,6.97757000,2069.36693790
2020-10-04 05:00:00,296.70000000,296.70000000,296.70000000,296.70000000,0.08426000,1601781299999,24.99994200,1,0.00000000,0.00000000
2020-10-04 05:15:00,296.70000000,296.70000000,296.70000000,296.70000000,0.00000000,1601782199999,0.00000000,0,0.00000000,0.00000000
2020-10-04 05:30:00,296.68000000,296.68000000,296.68000000,296.68000000,0.38594000,1601783099999,114.50067920,4,0.38594000,114.50067920
2020-10-04 05:45:00,296.68000000,296.68000000,296.68000000,296.68000000,0.00000000,1601783999999,0.00000000,0,0.00000000,0.00000000
2020-10-04 06:00:00,296.40000000,296.40000000,296.40000000,296.40000000,0.04070000,1601784899999,12.06348000,1,0.00000000,0.00000000
2020-10-04 06:15:00,297.02000000,297.76000000,297.01000000,297.58000000,3.17773000,1601785799999,945.39441780,7,2.17773000,648.37941780
2020-10-04 06:30:00,297.57000000,297.57000000,297.57000000,297.57000000,0.05072000,1601786699999,15.09275040,1,0.00000000,0.00000000
2020-10-04 06:45:00,297.57000000,297.57000000,297.57000000,297.57000000,1.00000000,1601787599999,297.57000000,1,1.00000000,297.57000000
2020-10-04 07:00:00,297.58000000,297.95000000,297.48000000,297.95000000,8.44000000,1601788499999,2512.79808870,6,8.44000000,2512.79808870
2020-10-04 07:15:00,297.76000000,297.77000000,297.76000000,297.77000000,0.21347000,1601789399999,63.56353870,3,0.21347000,63.56353870
2020-10-04 07:30:00,297.77000000,297.77000000,297.77000000,297.77000000,0.00000000,1601790299999,0.00000000,0,0.00000000,0.00000000
2020-10-04 07:45:00,297.25000000,297.60000000,297.25000000,297.60000000,0.59133000,1601791199999,175.93774850,3,0.47116000,140.21721600
2020-10-04 08:00:00,297.60000000,298.27000000,297.60000000,297.94000000,4.17404000,1601792099999,1244.01082580,11,2.27169000,677.06953020
2020-10-04 08:15:00,298.32000000,299.02000000,298.32000000,298.87000000,6.42345000,1601792999999,1918.92100900,9,3.92345000,1172.71640900
2020-10-04 08:30:00,298.87000000,299.68000000,298.41000000,299.25000000,2.93287000,1601793899999,877.37114570,9,1.69141000,506.63922470
2020-10-04 08:45:00,299.25000000,299.69000000,299.25000000,299.39000000,22.09812000,1601794799999,6613.32508120,16,0.92318000,276.62281420
2020-10-04 09:00:00,299.69000000,299.80000000,298.81000000,298.81000000,48.56067000,1601795699999,14538.58801480,27,0.49587000,148.61978840
2020-10-04 09:15:00,298.81000000,298.81000000,298.81000000,298.81000000,0.00000000,1601796599999,0.00000000,0,0.00000000,0.00000000
2020-10-04 09:30:00,298.66000000,299.30000000,298.66000000,299.30000000,38.83209000,1601797499999,11619.86447510,14,38.73164000,11589.86407810
2020-10-04 09:45:00,298.89000000,299.13000000,298.45000000,298.93000000,13.53489000,1601798399999,4046.06825350,30,10.47824000,3132.39798740
2020-10-04 10:00:00,298.95000000,299.31000000,298.95000000,299.31000000,6.86102000,1601799299999,2052.49336710,12,6.86102000,2052.49336710
2020-10-04 10:15:00,299.31000000,299.55000000,299.03000000,299.04000000,6.70543000,1601800199999,2007.15248000,16,5.52143000,1653.09068000
2020-10-04 10:30:00,299.13000000,299.40000000,298.55000000,298.55000000,4.57310000,1601801099999,1367.78199740,11,4.16118000,1244.57944580
2020-10-04 10:45:00,298.36000000,298.62000000,298.00000000,298.44000000,6.73371000,1601801999999,2007.53465670,14,1.57264000,469.33524790
2020-10-04 11:00:00,298.44000000,298.84000000,298.40000000,298.84000000,16.62810000,1601802899999,4966.58641120,23,16.62810000,4966.58641120
2020-10-04 11:15:00,298.53000000,298.75000000,297.71000000,297.71000000,18.71558000,1601803799999,5584.46961630,15,10.47177000,3127.86659630
2020-10-04 11:30:00,297.56000000,297.76000000,297.14000000,297.14000000,1.45903000,1601804699999,433.71169930,10,0.17095000,50.87909800
2020-10-04 11:45:00,297.14000000,297.14000000,297.14000000,297.14000000,0.00000000,1601805599999,0.00000000,0,0.00000000,0.00000000
2020-10-04 12:00:00,297.59000000,298.10000000,296.60000000,296.60000000,40.04461000,1601806499999,11925.02953960,26,24.56701000,7318.85045060
2020-10-04 12:15:00,296.60000000,297.00000000,296.32000000,297.00000000,6.16071000,1601807399999,1828.62302480,22,4.09225000,1215.20987720
2020-10-04 12:30:00,296.92000000,297.00000000,296.92000000,297.00000000,3.19943000,1601808299999,950.22271000,12,3.09943000,920.53071000
2020-10-04 12:45:00,297.00000000,297.10000000,296.96000000,297.10000000,5.96901000,1601809199999,1772.90906570,11,4.55581000,1353.04734570
2020-10-04 13:00:00,297.10000000,297.73000000,296.89000000,297.73000000,5.15461000,1601810099999,1532.60199150,22,1.92314000,572.29139560
2020-10-04 13:15:00,297.73000000,297.73000000,297.09000000,297.09000000,3.63375000,1601810999999,1080.28646930,17,1.98113000,589.30959350
2020-10-04 13:30:00,297.09000000,297.50000000,297.09000000,297.37000000,5.58050000,1601811899999,1659.33724420,15,3.80437000,1131.30946610
2020-10-04 13:45:00,297.71000000,298.18000000,297.71000000,297.84000000,14.74508000,1601812799999,4395.74804940,10,14.65068000,4367.63195340
2020-10-04 14:00:00,297.77000000,298.05000000,297.14000000,297.45000000,14.78523000,1601813699999,4400.92830830,13,13.90087000,4137.73346690
2020-10-04 14:15:00,296.99000000,296.99000000,296.49000000,296.90000000,2.46929000,1601814599999,732.79595020,9,1.64701000,488.71565360
2020-10-04 14:30:00,296.90000000,296.90000000,296.17000000,296.83000000,2.81919000,1601815499999,836.50266280,13,1.08895000,323.14351400
2020-10-04 14:45:00,296.84000000,298.34000000,296.83000000,298.34000000,3.12306000,1601816399999,928.88323100,12,1.26635000,376.82598780
2020-10-04 15:00:00,298.90000000,299.50000000,298.80000000,298.81000000,4.87508000,1601817299999,1457.31502450,18,4.32783000,1293.79125200
2020-10-04 15:15:00,299.22000000,299.22000000,298.64000000,298.64000000,3.05385000,1601818199999,913.46676940,11,1.65707000,495.81887620
2020-10-04 15:30:00,298.64000000,298.64000000,297.94000000,298.47000000,3.50981000,1601819099999,1046.90099070,9,1.30981000,390.93899070
2020-10-04 15:45:00,298.16000000,298.47000000,298.12000000,298.47000000,2.10965000,1601819999999,629.18884650,5,0.65535000,195.60231450
2020-10-04 16:00:00,298.47000000,298.83000000,298.34000000,298.34000000,3.76730000,1601820899999,1124.81723610,15,3.36730000,1005.34523610
2020-10-04 16:15:00,298.34000000,298.66000000,298.29000000,298.66000000,3.74721000,1601821799999,1118.17136680,19,3.74721000,1118.17136680
2020-10-04 16:30:00,298.66000000,299.36000000,298.66000000,299.36000000,11.49679000,1601822699999,3437.67585510,18,8.72056000,2608.52700330
2020-10-04 16:45:00,298.41000000,298.50000000,298.26000000,298.26000000,4.03158000,1601823599999,1203.18394520,10,4.03158000,1203.18394520
2020-10-04 17:00:00,298.44000000,298.57000000,298.34000000,298.52000000,3.78213000,1601824499999,1128.70972250,16,3.78213000,1128.70972250
2020-10-04 17:15:00,297.89000000,298.59000000,297.50000000,298.59000000,10.63525000,1601825399999,3169.68768070,22,5.37318000,1603.26392410
2020-10-04 17:30:00,298.28000000,298.45000000,297.50000000,297.88000000,7.90010000,1601826299999,2353.63309080,22,4.00147000,1193.05758440
2020-10-04 17:45:00,297.94000000,297.94000000,297.20000000,297.81000000,4.51703000,1601827199999,1343.02319350,12,1.29564000,385.22351870
2020-10-04 18:00:00,297.58000000,298.10000000,297.22000000,297.22000000,17.62199000,1601828099999,5242.87600490,18,2.64367000,787.29954670
2020-10-04 18:15:00,298.46000000,298.46000000,298.28000000,298.43000000,2.02467000,1601828999999,604.07674200,5,2.02467000,604.07674200
2020-10-04 18:30:00,298.28000000,298.46000000,298.28000000,298.46000000,0.21832000,1601829899999,65.14703420,3,0.21832000,65.14703420
2020-10-04 18:45:00,298.23000000,298.59000000,297.85000000,298.59000000,10.16136000,1601830799999,3031.03617840,24,7.90122000,2356.93606150
2020-10-04 19:00:00,298.69000000,299.00000000,297.69000000,298.92000000,41.08816000,1601831699999,12249.89157410,39,8.29216000,2477.99130950
2020-10-04 19:15:00,298.65000000,298.71000000,298.50000000,298.50000000,3.83796000,1601832599999,1146.28884880,11,3.83796000,1146.28884880
2020-10-04 19:30:00,298.32000000,298.90000000,298.20000000,298.90000000,9.17271000,1601833499999,2737.69181480,26,4.64455000,1386.06384860
2020-10-04 19:45:00,298.70000000,298.90000000,298.20000000,298.71000000,10.83226000,1601834399999,3232.39316270,15,2.97977000,890.40221310
2020-10-04 20:00:00,298.90000000,301.45000000,298.85000000,300.85000000,62.23122000,1601835299999,18668.06048240,75,56.77893000,17032.32532980
2020-10-04 20:15:00,301.36000000,301.61000000,300.84000000,301.61000000,9.40273000,1601836199999,2834.24091710,29,8.64973000,2607.70839710
2020-10-04 20:30:00,301.61000000,301.61000000,301.08000000,301.21000000,2.86369000,1601837099999,862.87606510,17,1.52146000,458.33027800
2020-10-04 20:45:00,300.69000000,300.69000000,300.69000000,300.69000000,0.40000000,1601837999999,120.27600000,1,0.00000000,0.00000000
2020-10-04 21:00:00,301.62000000,302.00000000,300.69000000,301.05000000,13.30873000,1601838899999,4013.27768570,30,10.12110000,3051.77940360
2020-10-04 21:15:00,301.05000000,301.60000000,301.05000000,301.34000000,3.30443000,1601839799999,995.77571080,12,3.30443000,995.77571080
2020-10-04 21:30:00,301.39000000,301.48000000,300.89000000,301.48000000,8.22781000,1601840699999,2478.45383860,17,7.35832000,2216.49067750
2020-10-04 21:45:00,301.48000000,303.02000000,301.48000000,302.70000000,82.78793000,1601841599999,25050.20341520,57,82.25285000,24888.37496930
2020-10-04 22:00:00,303.50000000,303.55000000,302.00000000,302.23000000,28.35481000,1601842499999,8574.66021560,49,4.68500000,1418.52763680
2020-10-04 22:15:00,302.45000000,303.02000000,302.45000000,303.02000000,6.34430000,1601843399999,1920.73104030,15,4.91993000,1489.93033380
2020-10-04 22:30:00,302.17000000,302.17000000,301.79000000,302.17000000,3.03988000,1601844299999,917.69413960,10,0.71364000,215.44727000
2020-10-04 22:45:00,301.27000000,301.56000000,300.55000000,301.56000000,6.59559000,1601845199999,1984.13534470,12,0.51945000,156.64534200
2020-10-04 23:00:00,301.55000000,301.92000000,301.39000000,301.78000000,8.91046000,1601846099999,2688.10357980,18,8.18846000,2470.49999980
2020-10-04 23:15:00,302.06000000,302.17000000,302.00000000,302.17000000,3.74150000,1601846999999,1130.13939770,5,3.74150000,1130.13939770
2020-10-04 23:30:00,301.42000000,301.42000000,301.34000000,301.34000000,2.06429000,1601847899999,622.19114060,7,2.06429000,622.19114060
2020-10-04 23:45:00,301.61000000,301.87000000,301.25000000,301.25000000,3.49933000,1601848799999,1055.32912490,9,3.41340000,1029.44271240
2020-10-05 00:00:00,301.25000000,301.60000000,300.76000000,301.51000000,56.54601000,1601849699999,17047.42556320,28,46.74712000,14093.59510700
2020-10-05 00:15:00,301.96000000,301.96000000,301.53000000,301.53000000,1.65395000,1601850599999,498.74342040,2,1.65395000,498.74342040
2020-10-05 00:30:00,301.52000000,301.52000000,301.52000000,301.52000000,1.29709000,1601851499999,391.09857680,3,1.29709000,391.09857680
2020-10-05 00:45:00,301.52000000,301.52000000,301.52000000,301.52000000,0.00000000,1601852399999,0.00000000,0,0.00000000,0.00000000
2020-10-05 01:00:00,301.52000000,301.97000000,301.23000000,301.23000000,13.82046000,1601853299999,4172.06475480,11,2.42880000,733.23528040
2020-10-05 01:15:00,301.95000000,301.95000000,301.53000000,301.53000000,1.81495000,1601854199999,547.29664530,2,0.08279000,24.99844050
2020-10-05 01:30:00,301.77000000,301.77000000,300.80000000,300.80000000,0.70443000,1601855099999,211.97416250,3,0.04859000,14.66300430
2020-10-05 01:45:00,301.21000000,301.21000000,301.21000000,301.21000000,0.15367000,1601855999999,46.28694070,1,0.00000000,0.00000000
2020-10-05 02:00:00,302.17000000,304.13000000,302.17000000,303.87000000,16.28164000,1601856899999,4935.99810760,13,16.13764000,4892.28690760
2020-10-05 02:15:00,303.75000000,303.75000000,303.34000000,303.42000000,3.75855000,1601857799999,1140.82997500,14,0.73956000,224.39729520
2020-10-05 02:30:00,303.42000000,303.42000000,303.42000000,303.42000000,0.00000000,1601858699999,0.00000000,0,0.00000000,0.00000000
2020-10-05 02:45:00,303.42000000,303.42000000,303.42000000,303.42000000,0.00000000,1601859599999,0.00000000,0,0.00000000,0.00000000
2020-10-05 03:00:00,302.71000000,303.00000000,302.71000000,303.00000000,0.26410000,1601860499999,79.99356100,4,0.16500000,49.99500000
2020-10-05 03:15:00,303.47000000,303.47000000,303.20000000,303.20000000,0.52024000,1601861399999,157.82387540,7,0.52024000,157.82387540
2020-10-05 03:30:00,302.89000000,302.89000000,302.83000000,302.83000000,2.14950000,1601862299999,651.05025900,2,0.19660000,59.53637800
2020-10-05 03:45:00,302.59000000,302.59000000,302.08000000,302.08000000,0.80144000,1601863199999,242.22760610,5,0.25000000,75.64750000
2020-10-05 04:00:00,302.48000000,302.84000000,302.40000000,302.40000000,1.08850000,1601864099999,329.43345720,6,1.03394000,312.93451320
2020-10-05 04:15:00,302.59000000,302.98000000,302.55000000,302.55000000,1.12381000,1601864999999,340.33881250,6,0.81259000,246.17920150
2020-10-05 04:30:00,302.14000000,302.14000000,302.14000000,302.14000000,1.10827000,1601865899999,334.85269780,7,0.00000000,0.00000000
2020-10-05 04:45:00,302.31000000,302.82000000,302.31000000,302.82000000,0.85302000,1601866799999,258.01075620,3,0.21765000,65.90877300
2020-10-05 05:00:00,302.82000000,302.82000000,302.81000000,302.81000000,0.39895000,1601867699999,120.80823750,3,0.39895000,120.80823750
2020-10-05 05:15:00,302.14000000,302.14000000,301.19000000,301.19000000,6.58497000,1601868599999,1984.70338420,10,0.03982000,11.99776600
2020-10-05 05:30:00,301.19000000,301.19000000,301.19000000,301.19000000,0.00000000,1601869499999,0.00000000,0,0.00000000,0.00000000
2020-10-05 05:45:00,301.50000000,301.50000000,300.63000000,300.63000000,1.36527000,1601870399999,410.52789120,6,0.05538000,16.69707000
